"","Survived","Pclass","Sex","Age","SibSp","Parch","Fare","Cabin","Embarked","prediction_mod","correct_prediction","prediction_mod_tuned","correct_prediction_tuned"
"385","0","3","male",53.4,0,0,7.9,"0","S","0","correct","0","correct"
"386","0","2","male",18,0,0,73.5,"0","S","0","correct","0","correct"
"387","0","3","male",1,5,2,46.9,"0","S","0","correct","0","correct"
"388","1","2","female",36,0,0,13,"0","S","1","correct","1","correct"
"389","0","3","male",44.29,0,0,7.73,"0","Q","0","correct","0","correct"
"390","1","2","female",17,0,0,12,"0","C","1","correct","1","correct"
"391","1","1","male",36,1,2,120,"1","S","0","incorrect","0","incorrect"
"392","1","3","male",21,0,0,7.8,"0","S","0","incorrect","0","incorrect"
"393","0","3","male",28,2,0,7.92,"0","S","0","correct","0","correct"
"394","1","1","female",23,1,0,113.28,"1","C","1","correct","1","correct"
"395","1","3","female",24,0,2,16.7,"1","S","1","correct","1","correct"
"396","0","3","male",22,0,0,7.8,"0","S","0","correct","0","correct"
"397","0","3","female",31,0,0,7.85,"0","S","1","incorrect","1","incorrect"
"398","0","2","male",46,0,0,26,"0","S","0","correct","0","correct"
"399","0","2","male",23,0,0,10.5,"0","S","0","correct","0","correct"
"400","1","2","female",28,0,0,12.65,"0","S","1","correct","1","correct"
"401","1","3","male",39,0,0,7.92,"0","S","0","incorrect","0","incorrect"
"402","0","3","male",26,0,0,8.05,"0","S","0","correct","0","correct"
"403","0","3","female",21,1,0,9.82,"0","S","1","incorrect","1","incorrect"
"404","0","3","male",28,1,0,15.85,"0","S","0","correct","0","correct"
"405","0","3","female",20,0,0,8.66,"0","S","1","incorrect","1","incorrect"
"406","0","2","male",34,1,0,21,"0","S","0","correct","0","correct"
"407","0","3","male",51,0,0,7.75,"0","S","0","correct","0","correct"
"408","1","2","male",3,1,1,18.75,"0","S","0","incorrect","0","incorrect"
"409","0","3","male",21,0,0,7.78,"0","S","0","correct","0","correct"
"410","0","3","female",29.86,3,1,25.47,"0","S","0","correct","0","correct"
"411","0","3","male",48.39,0,0,7.9,"0","S","0","correct","0","correct"
"412","0","3","male",45.92,0,0,6.86,"0","Q","0","correct","0","correct"
"413","1","1","female",33,1,0,90,"1","Q","1","correct","1","correct"
"414","0","2","male",16.83,0,0,0,"0","S","0","correct","0","correct"
"415","1","3","male",44,0,0,7.92,"0","S","0","incorrect","0","incorrect"
"416","0","3","female",29.06,0,0,8.05,"0","S","1","incorrect","1","incorrect"
"417","1","2","female",34,1,1,32.5,"0","S","1","correct","1","correct"
"418","1","2","female",18,0,2,13,"0","S","1","correct","1","correct"
"419","0","2","male",30,0,0,13,"0","S","0","correct","0","correct"
"420","0","3","female",10,0,2,24.15,"0","S","1","incorrect","1","incorrect"
"421","0","3","male",46.37,0,0,7.9,"0","C","0","correct","0","correct"
"422","0","3","male",21,0,0,7.73,"0","Q","0","correct","0","correct"
"423","0","3","male",29,0,0,7.88,"0","S","0","correct","0","correct"
"424","0","3","female",28,1,1,14.4,"0","S","1","incorrect","1","incorrect"
"425","0","3","male",18,1,1,20.21,"0","S","0","correct","0","correct"
"426","0","3","male",25.19,0,0,7.25,"0","S","0","correct","0","correct"
"427","1","2","female",28,1,0,26,"0","S","1","correct","1","correct"
"428","1","2","female",19,0,0,26,"0","S","1","correct","1","correct"
"429","0","3","male",42.84,0,0,7.75,"0","Q","0","correct","0","correct"
"430","1","3","male",32,0,0,8.05,"1","S","0","incorrect","0","incorrect"
"431","1","1","male",28,0,0,26.55,"1","S","0","incorrect","1","correct"
"432","1","3","female",34.58,1,0,16.1,"0","S","0","incorrect","1","correct"
"433","1","2","female",42,1,0,26,"0","S","1","correct","1","correct"
"434","0","3","male",17,0,0,7.12,"0","S","0","correct","0","correct"
"435","0","1","male",50,1,0,55.9,"1","S","0","correct","0","correct"
"436","1","1","female",14,1,2,120,"1","S","1","correct","1","correct"
"437","0","3","female",21,2,2,34.38,"0","S","0","correct","1","incorrect"
"438","1","2","female",24,2,3,18.75,"0","S","1","correct","1","correct"
"439","0","1","male",64,1,4,263,"1","S","0","correct","0","correct"
"440","0","2","male",31,0,0,10.5,"0","S","0","correct","0","correct"
"441","1","2","female",45,1,1,26.25,"0","S","1","correct","1","correct"
"442","0","3","male",20,0,0,9.5,"0","S","0","correct","0","correct"
"443","0","3","male",25,1,0,7.78,"0","S","0","correct","0","correct"
"444","1","2","female",28,0,0,13,"0","S","1","correct","1","correct"
"445","1","3","male",21.24,0,0,8.11,"0","S","0","incorrect","0","incorrect"
"446","1","1","male",4,0,2,81.86,"1","S","1","correct","1","correct"
"447","1","2","female",13,0,1,19.5,"0","S","1","correct","1","correct"
"448","1","1","male",34,0,0,26.55,"0","S","0","incorrect","1","correct"
"449","1","3","female",5,2,1,19.26,"0","C","1","correct","1","correct"
"450","1","1","male",52,0,0,30.5,"1","S","0","incorrect","0","incorrect"
"451","0","2","male",36,1,2,27.75,"0","S","0","correct","0","correct"
"452","0","3","male",28.93,1,0,19.97,"0","S","0","correct","0","correct"
"453","0","1","male",30,0,0,27.75,"1","C","1","incorrect","1","incorrect"
"454","1","1","male",49,1,0,89.1,"1","C","0","incorrect","0","incorrect"
"455","0","3","male",31.79,0,0,8.05,"0","S","0","correct","0","correct"
"456","1","3","male",29,0,0,7.9,"0","C","0","incorrect","0","incorrect"
"457","0","1","male",65,0,0,26.55,"1","S","0","correct","0","correct"
"458","1","1","female",49.58,1,0,51.86,"1","S","1","correct","1","correct"
"459","1","2","female",50,0,0,10.5,"0","S","1","correct","1","correct"
"460","0","3","male",46.26,0,0,7.75,"0","Q","0","correct","0","correct"
"461","1","1","male",48,0,0,26.55,"1","S","0","incorrect","0","incorrect"
"462","0","3","male",34,0,0,8.05,"0","S","0","correct","0","correct"
"463","0","1","male",47,0,0,38.5,"1","S","0","correct","0","correct"
"464","0","2","male",48,0,0,13,"0","S","0","correct","0","correct"
"465","0","3","male",39.59,0,0,8.05,"0","S","0","correct","0","correct"
"466","0","3","male",38,0,0,7.05,"0","S","0","correct","0","correct"
"467","0","2","male",38.65,0,0,0,"0","S","0","correct","0","correct"
"468","0","1","male",56,0,0,26.55,"0","S","0","correct","0","correct"
"469","0","3","male",23.09,0,0,7.72,"0","Q","0","correct","0","correct"
"470","1","3","female",0.75,2,1,19.26,"0","C","1","correct","1","correct"
"471","0","3","male",37.69,0,0,7.25,"0","S","0","correct","0","correct"
"472","0","3","male",38,0,0,8.66,"0","S","0","correct","0","correct"
"473","1","2","female",33,1,2,27.75,"0","S","1","correct","1","correct"
"474","1","2","female",23,0,0,13.79,"1","C","1","correct","1","correct"
"475","0","3","female",22,0,0,9.84,"0","S","1","incorrect","1","incorrect"
"476","0","1","male",38.65,0,0,52,"1","S","0","correct","0","correct"
"477","0","2","male",34,1,0,21,"0","S","0","correct","0","correct"
"478","0","3","male",29,1,0,7.05,"0","S","0","correct","0","correct"
"479","0","3","male",22,0,0,7.52,"0","S","0","correct","0","correct"
"480","1","3","female",2,0,1,12.29,"0","S","1","correct","1","correct"
"481","0","3","male",9,5,2,46.9,"0","S","0","correct","0","correct"
"482","0","2","male",24.55,0,0,0,"0","S","0","correct","0","correct"
"483","0","3","male",50,0,0,8.05,"0","S","0","correct","0","correct"
"484","1","3","female",63,0,0,9.59,"0","S","0","incorrect","0","incorrect"
"485","1","1","male",25,1,0,91.08,"1","C","1","correct","1","correct"
"486","0","3","female",34.25,3,1,25.47,"0","S","0","correct","0","correct"
"487","1","1","female",35,1,0,90,"1","S","1","correct","1","correct"
"488","0","1","male",58,0,0,29.7,"1","C","0","correct","0","correct"
"489","0","3","male",30,0,0,8.05,"0","S","0","correct","0","correct"
"490","1","3","male",9,1,1,15.9,"0","S","0","incorrect","0","incorrect"
"491","0","3","male",70.54,1,0,19.97,"0","S","0","correct","0","correct"
"492","0","3","male",21,0,0,7.25,"0","S","0","correct","0","correct"
"493","0","1","male",55,0,0,30.5,"1","S","0","correct","0","correct"
"494","0","1","male",71,0,0,49.5,"0","C","0","correct","0","correct"
"495","0","3","male",21,0,0,8.05,"0","S","0","correct","0","correct"
"496","0","3","male",28.94,0,0,14.46,"0","C","0","correct","0","correct"
"497","1","1","female",54,1,0,78.27,"1","C","1","correct","1","correct"
"498","0","3","male",3.92,0,0,15.1,"0","S","0","correct","0","correct"
"499","0","1","female",25,1,2,151.55,"1","S","1","incorrect","1","incorrect"
"500","0","3","male",24,0,0,7.8,"0","S","0","correct","0","correct"
"501","0","3","male",17,0,0,8.66,"0","S","0","correct","0","correct"
"502","0","3","female",21,0,0,7.75,"0","Q","1","incorrect","1","incorrect"
"503","0","3","female",26.06,0,0,7.63,"0","Q","1","incorrect","1","incorrect"
"504","0","3","female",37,0,0,9.59,"0","S","1","incorrect","1","incorrect"
"505","1","1","female",16,0,0,86.5,"1","S","1","correct","1","correct"
"506","0","1","male",18,1,0,108.9,"1","C","1","incorrect","1","incorrect"
"507","1","2","female",33,0,2,26,"0","S","1","correct","1","correct"
"508","1","1","male",57.38,0,0,26.55,"0","S","0","incorrect","0","incorrect"
"509","0","3","male",28,0,0,22.52,"0","S","0","correct","0","correct"
"510","1","3","male",26,0,0,56.5,"0","S","0","incorrect","0","incorrect"
"511","1","3","male",29,0,0,7.75,"0","Q","0","incorrect","0","incorrect"
"512","0","3","male",34.6,0,0,8.05,"0","S","0","correct","0","correct"
"513","1","1","male",36,0,0,26.29,"1","S","0","incorrect","1","correct"
"514","1","1","female",54,1,0,59.4,"0","C","1","correct","1","correct"
"515","0","3","male",24,0,0,7.5,"0","S","0","correct","0","correct"
"516","0","1","male",47,0,0,34.02,"1","S","0","correct","0","correct"
"517","1","2","female",34,0,0,10.5,"1","S","1","correct","1","correct"
"518","0","3","male",52.88,0,0,24.15,"0","Q","0","correct","0","correct"
"519","1","2","female",36,1,0,26,"0","S","1","correct","1","correct"
"520","0","3","male",32,0,0,7.9,"0","S","0","correct","0","correct"
"521","1","1","female",30,0,0,93.5,"1","S","1","correct","1","correct"
"522","0","3","male",22,0,0,7.9,"0","S","0","correct","0","correct"
"523","0","3","male",27.15,0,0,7.22,"0","C","0","correct","0","correct"
"524","1","1","female",44,0,1,57.98,"1","C","1","correct","1","correct"
"525","0","3","male",20.91,0,0,7.23,"0","C","0","correct","0","correct"
"526","0","3","male",40.5,0,0,7.75,"0","Q","0","correct","0","correct"
"527","1","2","female",50,0,0,10.5,"0","S","1","correct","1","correct"
"528","0","1","male",56.68,0,0,221.78,"1","S","0","correct","0","correct"
"529","0","3","male",39,0,0,7.92,"0","S","0","correct","0","correct"
"530","0","2","male",23,2,1,11.5,"0","S","0","correct","0","correct"
"531","1","2","female",2,1,1,26,"0","S","1","correct","1","correct"
"532","0","3","male",3.12,0,0,7.23,"0","C","0","correct","0","correct"
"533","0","3","male",17,1,1,7.23,"0","C","0","correct","0","correct"
"534","1","3","female",18.72,0,2,22.36,"0","C","1","correct","1","correct"
"535","0","3","female",30,0,0,8.66,"0","S","1","incorrect","1","incorrect"
"536","1","2","female",7,0,2,26.25,"0","S","1","correct","1","correct"
"537","0","1","male",45,0,0,26.55,"1","S","0","correct","0","correct"
"538","1","1","female",30,0,0,106.42,"0","C","1","correct","1","correct"
"539","0","3","male",20.42,0,0,14.5,"0","S","0","correct","0","correct"
"540","1","1","female",22,0,2,49.5,"1","C","1","correct","1","correct"
"541","1","1","female",36,0,2,71,"1","S","1","correct","1","correct"
"542","0","3","female",9,4,2,31.27,"0","S","0","correct","1","incorrect"
"543","0","3","female",11,4,2,31.27,"0","S","0","correct","1","incorrect"
"544","1","2","male",32,1,0,26,"0","S","0","incorrect","0","incorrect"
"545","0","1","male",50,1,0,106.42,"1","C","0","correct","0","correct"
"546","0","1","male",64,0,0,26,"0","S","0","correct","0","correct"
"547","1","2","female",19,1,0,26,"0","S","1","correct","1","correct"
"548","1","2","male",28.28,0,0,13.86,"0","C","0","incorrect","0","incorrect"
"549","0","3","male",33,1,1,20.52,"0","S","0","correct","0","correct"
"550","1","2","male",8,1,1,36.75,"0","S","0","incorrect","0","incorrect"
"551","1","1","male",17,0,2,110.88,"1","C","1","correct","1","correct"
"552","0","2","male",27,0,0,26,"0","S","0","correct","0","correct"
"553","0","3","male",21.72,0,0,7.83,"0","Q","0","correct","0","correct"
"554","1","3","male",22,0,0,7.22,"0","C","0","incorrect","0","incorrect"
"555","1","3","female",22,0,0,7.78,"0","S","1","correct","1","correct"
"556","0","1","male",62,0,0,26.55,"0","S","0","correct","0","correct"
"557","1","1","female",48,1,0,39.6,"1","C","1","correct","1","correct"
"558","0","1","male",13.41,0,0,227.52,"0","C","1","incorrect","1","incorrect"
"559","1","1","female",39,1,1,79.65,"1","S","1","correct","1","correct"
"560","1","3","female",36,1,0,17.4,"0","S","0","incorrect","1","correct"
"561","0","3","male",42.01,0,0,7.75,"0","Q","0","correct","0","correct"
"562","0","3","male",40,0,0,7.9,"0","S","0","correct","0","correct"
"563","0","2","male",28,0,0,13.5,"0","S","0","correct","0","correct"
"564","0","3","male",45.9,0,0,8.05,"0","S","0","correct","0","correct"
"565","0","3","female",22.15,0,0,8.05,"0","S","1","incorrect","1","incorrect"
"566","0","3","male",24,2,0,24.15,"0","S","0","correct","0","correct"
"567","0","3","male",19,0,0,7.9,"0","S","0","correct","0","correct"
"568","0","3","female",29,0,4,21.08,"0","S","1","incorrect","1","incorrect"
"569","0","3","male",29.34,0,0,7.23,"0","C","0","correct","0","correct"
"570","1","3","male",32,0,0,7.85,"0","S","0","incorrect","0","incorrect"
"571","1","2","male",62,0,0,10.5,"0","S","0","incorrect","0","incorrect"
"572","1","1","female",53,2,0,51.48,"1","S","1","correct","1","correct"
"573","1","1","male",36,0,0,26.39,"1","S","0","incorrect","1","correct"
"574","1","3","female",14.67,0,0,7.75,"0","Q","1","correct","1","correct"
"575","0","3","male",16,0,0,8.05,"0","S","0","correct","0","correct"
"576","0","3","male",19,0,0,14.5,"0","S","0","correct","0","correct"
"577","1","2","female",34,0,0,13,"0","S","1","correct","1","correct"
"578","1","1","female",39,1,0,55.9,"1","S","1","correct","1","correct"
"579","0","3","female",36.46,1,0,14.46,"0","C","1","incorrect","1","incorrect"
"580","1","3","male",32,0,0,7.92,"0","S","0","incorrect","0","incorrect"
"581","1","2","female",25,1,1,30,"0","S","1","correct","1","correct"
"582","1","1","female",39,1,1,110.88,"1","C","1","correct","1","correct"
"583","0","2","male",54,0,0,26,"0","S","0","correct","0","correct"
"584","0","1","male",36,0,0,40.12,"1","C","1","incorrect","1","incorrect"
"585","0","3","male",27.44,0,0,8.71,"0","C","0","correct","0","correct"
"586","1","1","female",18,0,2,79.65,"1","S","1","correct","1","correct"
"587","0","2","male",47,0,0,15,"0","S","0","correct","0","correct"
"588","1","1","male",60,1,1,79.2,"1","C","0","incorrect","0","incorrect"
"589","0","3","male",22,0,0,8.05,"0","S","0","correct","0","correct"
"590","0","3","male",16.57,0,0,8.05,"0","S","0","correct","0","correct"
"591","0","3","male",35,0,0,7.12,"0","S","0","correct","0","correct"
"592","1","1","female",52,1,0,78.27,"1","C","1","correct","1","correct"
"593","0","3","male",47,0,0,7.25,"0","S","0","correct","0","correct"
"594","0","3","female",35.89,0,2,7.75,"0","Q","1","incorrect","1","incorrect"
"595","0","2","male",37,1,0,26,"0","S","0","correct","0","correct"
"596","0","3","male",36,1,1,24.15,"0","S","0","correct","0","correct"
"597","1","2","female",31.83,0,0,33,"0","S","1","correct","1","correct"
"598","0","3","male",49,0,0,0,"0","S","0","correct","0","correct"
"599","0","3","male",45.57,0,0,7.22,"0","C","0","correct","0","correct"
"600","1","1","male",49,1,0,56.93,"1","C","0","incorrect","0","incorrect"
"601","1","2","female",24,2,1,27,"0","S","1","correct","1","correct"
"602","0","3","male",36.23,0,0,7.9,"0","S","0","correct","0","correct"
"603","0","1","male",25.19,0,0,42.4,"0","S","0","correct","1","incorrect"
"604","0","3","male",44,0,0,8.05,"0","S","0","correct","0","correct"
"605","1","1","male",35,0,0,26.55,"0","C","1","correct","1","correct"
"606","0","3","male",36,1,0,15.55,"0","S","0","correct","0","correct"
"607","0","3","male",30,0,0,7.9,"0","S","0","correct","0","correct"
"608","1","1","male",27,0,0,30.5,"0","S","0","incorrect","1","correct"
"609","1","2","female",22,1,2,41.58,"0","C","1","correct","1","correct"
"610","1","1","female",40,0,0,153.46,"1","S","1","correct","1","correct"
"611","0","3","female",39,1,5,31.27,"0","S","0","correct","1","incorrect"
"612","0","3","male",51.58,0,0,7.05,"0","S","0","correct","0","correct"
"613","1","3","female",16.95,1,0,15.5,"0","Q","1","correct","1","correct"
"614","0","3","male",30.66,0,0,7.75,"0","Q","0","correct","0","correct"
"615","0","3","male",35,0,0,8.05,"0","S","0","correct","0","correct"
"616","1","2","female",24,1,2,65,"0","S","1","correct","1","correct"
"617","0","3","male",34,1,1,14.4,"0","S","0","correct","0","correct"
"618","0","3","female",26,1,0,16.1,"0","S","1","incorrect","1","incorrect"
"619","1","2","female",4,2,1,39,"1","S","1","correct","1","correct"
"620","0","2","male",26,0,0,10.5,"0","S","0","correct","0","correct"
"621","0","3","male",27,1,0,14.45,"0","C","0","correct","0","correct"
"622","1","1","male",42,1,0,52.55,"1","S","0","incorrect","0","incorrect"
"623","1","3","male",20,1,1,15.74,"0","C","0","incorrect","0","incorrect"
"624","0","3","male",21,0,0,7.85,"0","S","0","correct","0","correct"
"625","0","3","male",21,0,0,16.1,"0","S","0","correct","0","correct"
"626","0","1","male",61,0,0,32.32,"1","S","0","correct","0","correct"
"627","0","2","male",57,0,0,12.35,"0","Q","0","correct","0","correct"
"628","1","1","female",21,0,0,77.96,"1","S","1","correct","1","correct"
"629","0","3","male",26,0,0,7.9,"0","S","0","correct","0","correct"
"630","0","3","male",5.11,0,0,7.73,"0","Q","0","correct","0","correct"
"631","1","1","male",80,0,0,30,"1","S","0","incorrect","0","incorrect"
"632","0","3","male",51,0,0,7.05,"0","S","0","correct","0","correct"
"633","1","1","male",32,0,0,30.5,"1","C","1","correct","1","correct"
"634","0","1","male",21.94,0,0,0,"0","S","1","incorrect","1","incorrect"
"635","0","3","female",9,3,2,27.9,"0","S","1","incorrect","1","incorrect"
"636","1","2","female",28,0,0,13,"0","S","1","correct","1","correct"
"637","0","3","male",32,0,0,7.92,"0","S","0","correct","0","correct"
"638","0","2","male",31,1,1,26.25,"0","S","0","correct","0","correct"
"639","0","3","female",41,0,5,39.69,"0","S","1","incorrect","1","incorrect"
"640","0","3","male",43.73,1,0,16.1,"0","S","0","correct","0","correct"
"641","0","3","male",20,0,0,7.85,"0","S","0","correct","0","correct"
"642","1","1","female",24,0,0,69.3,"1","C","1","correct","1","correct"
"643","0","3","female",2,3,2,27.9,"0","S","1","incorrect","1","incorrect"
"644","1","3","male",38.65,0,0,56.5,"0","S","0","incorrect","0","incorrect"
"645","1","3","female",0.75,2,1,19.26,"0","C","1","correct","1","correct"
"646","1","1","male",48,1,0,76.73,"1","C","0","incorrect","0","incorrect"
"647","0","3","male",19,0,0,7.9,"0","S","0","correct","0","correct"
"648","1","1","male",56,0,0,35.5,"1","C","0","incorrect","0","incorrect"
"649","0","3","male",18.98,0,0,7.55,"0","S","0","correct","0","correct"
"650","1","3","female",23,0,0,7.55,"0","S","1","correct","1","correct"
"651","0","3","male",51.12,0,0,7.9,"0","S","0","correct","0","correct"
"652","1","2","female",18,0,1,23,"0","S","1","correct","1","correct"
"653","0","3","male",21,0,0,8.43,"0","S","0","correct","0","correct"
"654","1","3","female",43.86,0,0,7.83,"0","Q","1","correct","1","correct"
"655","0","3","female",18,0,0,6.75,"0","Q","1","incorrect","1","incorrect"
"656","0","2","male",24,2,0,73.5,"0","S","0","correct","0","correct"
"657","0","3","male",15.28,0,0,7.9,"0","S","0","correct","0","correct"
"658","0","3","female",32,1,1,15.5,"0","Q","1","incorrect","1","incorrect"
"659","0","2","male",23,0,0,13,"0","S","0","correct","0","correct"
"660","0","1","male",58,0,2,113.28,"1","C","0","correct","0","correct"
"661","1","1","male",50,2,0,133.65,"0","S","0","incorrect","0","incorrect"
"662","0","3","male",40,0,0,7.22,"0","C","0","correct","0","correct"
"663","0","1","male",47,0,0,25.59,"1","S","0","correct","0","correct"
"664","0","3","male",36,0,0,7.5,"0","S","0","correct","0","correct"
"665","1","3","male",20,1,0,7.92,"0","S","0","incorrect","0","incorrect"
"666","0","2","male",32,2,0,73.5,"0","S","0","correct","0","correct"
"667","0","2","male",25,0,0,13,"0","S","0","correct","0","correct"
"668","0","3","male",70.54,0,0,7.78,"0","S","0","correct","0","correct"
"669","0","3","male",43,0,0,8.05,"0","S","0","correct","0","correct"
"670","1","1","female",53.44,1,0,52,"1","S","1","correct","1","correct"
"671","1","2","female",40,1,1,39,"0","S","1","correct","1","correct"
"672","0","1","male",31,1,0,52,"1","S","0","correct","0","correct"
"673","0","2","male",70,0,0,10.5,"0","S","0","correct","0","correct"
"674","1","2","male",31,0,0,13,"0","S","0","incorrect","0","incorrect"
"675","0","2","male",3.92,0,0,0,"0","S","0","correct","0","correct"
"676","0","3","male",18,0,0,7.78,"0","S","0","correct","0","correct"
"677","0","3","male",24.5,0,0,8.05,"0","S","0","correct","0","correct"
"678","1","3","female",18,0,0,9.84,"0","S","1","correct","1","correct"
"679","0","3","female",43,1,6,46.9,"0","S","0","correct","1","incorrect"
"680","1","1","male",36,0,1,512.33,"1","C","1","correct","1","correct"
"681","0","3","female",29.92,0,0,8.14,"0","Q","1","incorrect","1","incorrect"
"682","1","1","male",27,0,0,76.73,"1","C","1","correct","1","correct"
"683","0","3","male",20,0,0,9.22,"0","S","0","correct","0","correct"
"684","0","3","male",14,5,2,46.9,"0","S","0","correct","0","correct"
"685","0","2","male",60,1,1,39,"0","S","0","correct","0","correct"
"686","0","2","male",25,1,2,41.58,"0","C","0","correct","0","correct"
"687","0","3","male",14,4,1,39.69,"0","S","0","correct","0","correct"
"688","0","3","male",19,0,0,10.17,"0","S","0","correct","0","correct"
"689","0","3","male",18,0,0,7.8,"0","S","0","correct","0","correct"
"690","1","1","female",15,0,1,211.34,"1","S","1","correct","1","correct"
"691","1","1","male",31,1,0,57,"1","S","0","incorrect","0","incorrect"
"692","1","3","female",4,0,1,13.42,"0","C","1","correct","1","correct"
"693","1","3","male",28.63,0,0,56.5,"0","S","0","incorrect","0","incorrect"
"694","0","3","male",25,0,0,7.22,"0","C","0","correct","0","correct"
"695","0","1","male",60,0,0,26.55,"0","S","0","correct","0","correct"
"696","0","2","male",52,0,0,13.5,"0","S","0","correct","0","correct"
"697","0","3","male",44,0,0,8.05,"0","S","0","correct","0","correct"
"698","1","3","female",36.83,0,0,7.73,"0","Q","1","correct","1","correct"
"699","0","1","male",49,1,1,110.88,"1","C","0","correct","0","correct"
"700","0","3","male",42,0,0,7.65,"1","S","0","correct","0","correct"
"701","1","1","female",18,1,0,227.52,"1","C","1","correct","1","correct"
"702","1","1","male",35,0,0,26.29,"1","S","0","incorrect","1","correct"
"703","0","3","female",18,0,1,14.45,"0","C","1","incorrect","1","incorrect"
"704","0","3","male",25,0,0,7.74,"0","Q","0","correct","0","correct"
"705","0","3","male",26,1,0,7.85,"0","S","0","correct","0","correct"
"706","0","2","male",39,0,0,26,"0","S","0","correct","0","correct"
"707","1","2","female",45,0,0,13.5,"0","S","1","correct","1","correct"
"708","1","1","male",42,0,0,26.29,"1","S","0","incorrect","0","incorrect"
"709","1","1","female",22,0,0,151.55,"0","S","1","correct","1","correct"
"710","1","3","male",16.16,1,1,15.25,"0","C","0","incorrect","0","incorrect"
"711","1","1","female",24,0,0,49.5,"1","C","1","correct","1","correct"
"712","0","1","male",14.34,0,0,26.55,"1","S","1","incorrect","1","incorrect"
"713","1","1","male",48,1,0,52,"1","S","0","incorrect","0","incorrect"
"714","0","3","male",29,0,0,9.48,"0","S","0","correct","0","correct"
"715","0","2","male",52,0,0,13,"0","S","0","correct","0","correct"
"716","0","3","male",19,0,0,7.65,"1","S","0","correct","0","correct"
"717","1","1","female",38,0,0,227.52,"1","C","1","correct","1","correct"
"718","1","2","female",27,0,0,10.5,"1","S","1","correct","1","correct"
"719","0","3","male",47.33,0,0,15.5,"0","Q","0","correct","0","correct"
"720","0","3","male",33,0,0,7.78,"0","S","0","correct","0","correct"
"721","1","2","female",6,0,1,33,"0","S","1","correct","1","correct"
"722","0","3","male",17,1,0,7.05,"0","S","0","correct","0","correct"
"723","0","2","male",34,0,0,13,"0","S","0","correct","0","correct"
"724","0","2","male",50,0,0,13,"0","S","0","correct","0","correct"
"725","1","1","male",27,1,0,53.1,"1","S","0","incorrect","1","correct"
"726","0","3","male",20,0,0,8.66,"0","S","0","correct","0","correct"
"727","1","2","female",30,3,0,21,"0","S","1","correct","1","correct"
"728","1","3","female",39.59,0,0,7.74,"0","Q","1","correct","1","correct"
"729","0","2","male",25,1,0,26,"0","S","0","correct","0","correct"
"730","0","3","female",25,1,0,7.92,"0","S","1","incorrect","1","incorrect"
"731","1","1","female",29,0,0,211.34,"1","S","1","correct","1","correct"
"732","0","3","male",11,0,0,18.79,"0","C","0","correct","0","correct"
"733","0","2","male",43.01,0,0,0,"0","S","0","correct","0","correct"
"734","0","2","male",23,0,0,13,"0","S","0","correct","0","correct"
"735","0","2","male",23,0,0,13,"0","S","0","correct","0","correct"
"736","0","3","male",28.5,0,0,16.1,"0","S","0","correct","0","correct"
"737","0","3","female",48,1,3,34.38,"0","S","0","correct","0","correct"
"738","1","1","male",35,0,0,512.33,"1","C","1","correct","1","correct"
"739","0","3","male",53.4,0,0,7.9,"0","S","0","correct","0","correct"
"740","0","3","male",14.46,0,0,7.9,"0","S","0","correct","0","correct"
"741","1","1","male",45.9,0,0,30,"1","S","0","incorrect","0","incorrect"
"742","0","1","male",36,1,0,78.85,"1","S","0","correct","0","correct"
"743","1","1","female",21,2,2,262.38,"1","C","1","correct","1","correct"
"744","0","3","male",24,1,0,16.1,"0","S","0","correct","0","correct"
"745","1","3","male",31,0,0,7.92,"0","S","0","incorrect","0","incorrect"
"746","0","1","male",70,1,1,71,"1","S","0","correct","0","correct"
"747","0","3","male",16,1,1,20.25,"0","S","0","correct","0","correct"
"748","1","2","female",30,0,0,13,"0","S","1","correct","1","correct"
"749","0","1","male",19,1,0,53.1,"1","S","0","correct","1","incorrect"
"750","0","3","male",31,0,0,7.75,"0","Q","0","correct","0","correct"
"751","1","2","female",4,1,1,23,"0","S","1","correct","1","correct"
"752","1","3","male",6,0,1,12.47,"1","S","0","incorrect","0","incorrect"
"753","0","3","male",33,0,0,9.5,"0","S","0","correct","0","correct"
"754","0","3","male",23,0,0,7.9,"0","S","0","correct","0","correct"
"755","1","2","female",48,1,2,65,"0","S","1","correct","1","correct"
"756","1","2","male",0.67,1,1,14.5,"0","S","0","incorrect","0","incorrect"
"757","0","3","male",28,0,0,7.8,"0","S","0","correct","0","correct"
"758","0","2","male",18,0,0,11.5,"0","S","0","correct","0","correct"
"759","0","3","male",34,0,0,8.05,"0","S","0","correct","0","correct"
"760","1","1","female",33,0,0,86.5,"1","S","1","correct","1","correct"
"761","0","3","male",13.8,0,0,14.5,"0","S","0","correct","0","correct"
"762","0","3","male",41,0,0,7.12,"0","S","0","correct","0","correct"
"763","1","3","male",20,0,0,7.23,"0","C","0","incorrect","0","incorrect"
"764","1","1","female",36,1,2,120,"1","S","1","correct","1","correct"
"765","0","3","male",16,0,0,7.78,"0","S","0","correct","0","correct"
"766","1","1","female",51,1,0,77.96,"1","S","1","correct","1","correct"
"767","0","1","male",16.57,0,0,39.6,"0","C","1","incorrect","1","incorrect"
"768","0","3","female",30.5,0,0,7.75,"0","Q","1","incorrect","1","incorrect"
"769","0","3","male",8.93,1,0,24.15,"0","Q","0","correct","0","correct"
"770","0","3","male",32,0,0,8.36,"0","S","0","correct","0","correct"
